,contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
678,7529823674661315431,Google lança experimentos com inteligência artificial | Google Discovery,Aplicação de visão computacional com OpenCV,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,Burger King aceita pedidos via mensagens no Facebook - Startupi,Acesse a versão Material Design do YouTube | Google Discovery,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro"
679,-3348652277274905234,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,Burger King aceita pedidos via mensagens no Facebook - Startupi,Nova pulseira tecnológica avisa se você já bebeu demais,1º Congresso Brasileiro de IoT - Embarcados,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",Google lança experimentos com inteligência artificial | Google Discovery
680,5313335392004163852,Salesforce Architect Journey,Client-side ranking to more efficiently show people stories in feed,Live asynchronously.,A nova sede da LEGO na Dinamarca é toda sobre colaboração,Seniority,Assessing Salesforce's platform and ecosystem | ZDNet
681,8428597553954921991,Time to Re-Think Design Thinking,So you want to sell to banks?,Ray Kurzweil: The world isn't getting worse - our information is getting better,Organizing for digital acceleration: Making a two-speed IT operating model work,Machine Learning and the VP Debate,Why Deep Learning Is Suddenly Changing Your Life
682,-2808959554282640221,Java 8 Streams : 10 missing features,containerd - a core container runtime project for the industry - Docker Blog,Why Programmers Want Private Offices,What makes a good (Android) Software Engineer,Serverless real-time architecture on AWS: there is a way !,Hype Driven Development
683,1639450243805666792,Rating the English Proficiency of Countries and Industries Around the World,Build Quality In: The Key to Continuous Delivery in Kanban,Top 30 Commonly Confused Words in English,"contentId
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
Name: title, dtype: object",The real reasons you procrastinate - and how to stop,Tech in Brazil is booming despite the country's political troubles
684,-7646922141533719881,Using Microservices Architecture as API Enablement Strategy,Arquitetura de Microserviços habilitando APIs - Sensedia,15 minutos sobre Docker,The Best Linux Distros of 2016,Hype Driven Development,Serverless real-time architecture on AWS: there is a way !
685,1561244083438776495,New Amazon Linux Container Image for Cloud and On-Premises Workloads,Build Quality In: The Key to Continuous Delivery in Kanban,Do You Suffer From Deployment Anxiety? - DZone DevOps,Mastering Bash and Terminal,Labelling automated builds on Docker Hub - Microscaling Systems,The Ten Commandments of Egoless Programming
686,-6584408680441477889,O que é liderança? Liderança é fazer a diversidade funcionar.,"Little girls doubt that women can be brilliant, study shows","Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI,Workplace diversity in Brazil: there's still a long way to go
687,-7294716554902079523,Usando o git add interativo,Sobre o Hipsters Ponto Tech,Listas com RecyclerView - Android Dev BR,Elasticsearch: CSV exporter for Kibana Discover,The Ten Commandments of Egoless Programming,Mobify report reveals impact of mobile website speed
688,1873952032843878490,Hype Driven Development,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,How to build cross-platform mobile apps using nothing more than a JSON markup,Spring Boot 1.5.1 released,Communication patterns in a Microservice world,Aplicações da Inteligência artificial | Endeavor Brasil
689,3739926497176994524,Resenha - A Chegada,Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória,gotwarlost/istanbul,Creating Compound Views on Android,Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,"No Brasil, '25% dos celulares ainda são 'Burrofones'"
690,-759389978085260161,Top 30 Commonly Confused Words in English,How Coca-Cola Is Harvesting Innovation Energy From Startups,Rating the English Proficiency of Countries and Industries Around the World,Google Ranking Factors: The Complete List,Live asynchronously.,"DevOps security requires new mindset and tools for visibility, automation"
691,8869347744613364434,Java Garbage Collection Essencial,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Mastering Bash and Terminal,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,Java 8 Streams - A Deeper Approach About Performance Improvement,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack
692,6104598399077154797,Como consumir conteúdo de qualidade em iOS - CocoaHeads BR,Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás!,Designer Creates 13 Perfect Circles to Draw Almost Any Animal,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi,Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design
693,-885453047081832598,What Google AMP Means for Every Marketer,The End Of Apps As We Know Them - Inside Intercom,Nubank pode fechar as portas se BC confirmar mudança amanhã,Accidental discovery could help batteries last years longer,Johnson & Johnson comprará grupo suíço por US$ 30 bi,You won't recognize the new world of digital payments without this report
694,564282370384747453,Scrum Community - Scrum Alliance,The Difference Between Sympathy And Empathy - Expanded Consciousness,What Science Tells Us About Leadership Potential,Top 15 Facebook Open Source Projects You Must Know,Promises | Web Fundamentals - Google Developers,The Ten Commandments of Egoless Programming
695,962287586799267519,Slack and Google announce partnership focused on better integrating their services,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC,Google researchers teach AIs to see the important parts of images - and tell you about them,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",Using behavioral data to improve customer satisfaction
696,-4358357193736101128,Uma arquitetura de referência para a Internet das Coisas - Parte 1,Dez habilidades profissionais mais valorizadas em projetos de Internet das Coisas - CIO,Aplicação de visão computacional com OpenCV,Google lança experimentos com inteligência artificial | Google Discovery,Burger King aceita pedidos via mensagens no Facebook - Startupi,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery
697,7088167897470452815,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Qual é o valor da área de T&D na sua empresa?,Investimentos em coaching e mentoring aumentam nas empresas,O que você deve fazer para se tornar um líder melhor?,4 Reasons Managers Should Spend More Time on Coaching
698,3716124214746295857,Aprendizado de máquina do Google pode detectar retinopatia diabética | Google Discovery,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,Nova pulseira tecnológica avisa se você já bebeu demais,Burger King aceita pedidos via mensagens no Facebook - Startupi,1º Congresso Brasileiro de IoT - Embarcados,Aplicação de visão computacional com OpenCV
699,-3020916840917845519,Hype Driven Development,Tasting Dagger 2 on Android,Criando ícones animados no Android,Things you probably didn't know you could do with Chrome's Developer Console,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",Client-side ranking to more efficiently show people stories in feed
700,-2097075598039554565,"The Languages, Frameworks and Tools You Should Learn in 2017",19 Tips For Everyday Git Use,The Business Case for Progressive Web Apps,15 Awesome Sublime Text Plugins For Web Development,7 Tips to Create a Company Learning Culture like Google - Without Resources,Google lança experimentos com inteligência artificial | Google Discovery
701,-5736221996280340620,How Coca-Cola Is Harvesting Innovation Energy From Startups,Top 30 Commonly Confused Words in English,Google Ranking Factors: The Complete List,Live asynchronously.,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,"DevOps security requires new mindset and tools for visibility, automation"
702,6569463984699537820,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery",Liberty vai adotar telemetria e baratear seguro para bons motoristas,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,Visa lança desafio para startups de tecnologia - Startupi,Mobile Time
703,-1878128207048892154,The Ten Commandments of Egoless Programming,Evernote anuncia integração com Google Drive | Google Discovery,Build Quality In: The Key to Continuous Delivery in Kanban,The technology behind preview photos,Mastering Bash and Terminal,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio
704,4744297321841608877,containerd - a core container runtime project for the industry - Docker Blog,Introduction to Natural Language Processing - University of Michigan | Coursera,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,Meet Aquifer: A build system for easier Drupal development,Our password hashing has no clothes,Google lança experimentos com inteligência artificial | Google Discovery
705,8526042588044002101,Cloud Native Part 1: Definition,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Slack and Google announce partnership focused on better integrating their services,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,Creating Your Code Review Checklist - DaedTech,Google researchers teach AIs to see the important parts of images - and tell you about them
706,7424795099560672335,7 Tips to Create a Company Learning Culture like Google - Without Resources,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Effective learning through code workshops | Box Blog,The Business Case for Progressive Web Apps,You don't talk about refactoring club,Creating Your Code Review Checklist - DaedTech
707,7065704533945771463,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!,The Continuous Delivery Maturity Model,Using Honcho to Create a Multi-Process Docker Container,DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,Our password hashing has no clothes,"DevOps security requires new mindset and tools for visibility, automation"
708,1580124381109623727,Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,Mary Meeker's essential 2016 Internet Trends Report,The AI business landscape,Par de alianças impede que seu parceiro assista Netflix sem você,Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab,The return of the machinery question
709,-1663441888197894674,Nubank pode fechar as portas se BC confirmar mudança amanhã,You won't recognize the new world of digital payments without this report,Itaú é pioneiro do blockchain,Bradesco vai lançar novo banco digital: o Next.,"Elopar lança o ""Digio"", cartão para brigar com Nubank",Accenture amplia atuação no Brasil
